"site","observers","date","start_time","weather","past_12_hours","site_notes","probe_depth","soil_temp_plot1","vwc_plot1","plot_1_period","soil_temp_plot2","vwc_plot2","plot_2_period","soil_temp_plot3","vwc_plot3","plot_3_period","soil_temp_plot4","vwc_plot4","plot_4_period","soil_temp_plot5","vwc_plot5","plot_5_period","soil_temp_plot6","vwc_plot6","plot_6_period"
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",12,6.7,50,1.09,6.9,102,1.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",12,6.7,5,0.81,6.9,61,1.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",12,6.7,1,0.77,6.9,74,1.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",20,6.7,3,0.82,6.9,82,1.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",20,6.7,52,1.27,6.9,80,1.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",20,6.7,71,1.41,6.9,98,1.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",20,6.7,74,1.43,6.9,78,1.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-101","LBC, HS, DU",2019-08-16,"13:40","Overcast","mostly cloudy","",20,6.7,42,1.19,6.9,39,1.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",6,6.4,35,1.01,7.1,21,0.92,9.5,30,0.98,8.3,14,0.87,7,19,0.91,8.8,20,0.92
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",6,6.4,16,0.89,7.1,11,0.86,9.5,32,0.99,8.3,18,0.9,7,19,0.91,8.8,14,0.88
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",6,6.4,35,1.01,7.1,19,0.91,9.5,36,1.01,8.3,11,0.85,7,21,0.92,8.8,10,0.85
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",6,6.4,34,1,7.1,15,0.89,9.5,29,0.97,8.3,22,0.93,7,19,0.91,8.8,23,0.94
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",6,6.4,34,1,7.1,14,0.88,9.5,26,0.95,8.3,13,0.87,7,21,0.92,8.8,15,0.88
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",12,6.4,40,1.03,7.1,52,1.1,9.5,33,0.99,8.3,14,0.88,7,17,0.9,8.8,22,0.93
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",12,6.4,33,1,7.1,35,1.01,9.5,42,1.05,8.3,24,0.94,7,28,0.96,8.8,16,0.89
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",12,6.4,36,1.01,7.1,30,0.98,9.5,20,0.92,8.3,31,0.98,7,31,0.98,8.8,17,0.89
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",12,6.4,45,1.06,7.1,28,0.97,9.5,41,1.04,8.3,36,1.01,7,28,0.97,8.8,20,0.91
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",12,6.4,43,1.05,7.1,31,0.98,9.5,38,1.02,8.3,25,0.95,7,21,0.93,8.8,28,0.97
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",20,6.4,32,1.11,7.1,49,1.25,9.5,59,1.32,8.3,34,1.13,7,42,1.19,8.8,33,1.11
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",20,6.4,37,1.15,7.1,36,1.15,9.5,47,1.23,8.3,41,1.18,7,45,1.22,8.8,26,1.06
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",20,6.4,51,1.26,7.1,45,1.21,9.5,37,1.15,8.3,40,1.18,7,50,1.25,8.8,33,1.12
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",20,6.4,52,1.27,7.1,23,1.03,9.5,59,1.32,8.3,41,1.19,7,40,1.17,8.8,28,1.07
"ZF20-105","PS, CW, SR",2019-08-16,"15:50","Partly cloudy, rain bursts on occasion","Rain, sometimes heavy, overcast","",20,6.4,54,1.29,7.1,34,1.13,9.5,66,1.37,8.3,29,1.08,7,38,1.16,8.8,35,1.13
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",6,11.5,49,1.08,11.4,84,1.24,11.5,96,1.29,11.6,48,1.08,12.1,74,1.2,11.7,87,1.25
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",6,11.5,27,0.96,11.4,78,1.21,11.5,77,1.21,11.6,64,1.15,12.1,52,1.1,11.7,92,1.27
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",6,11.5,61,1.14,11.4,96,1.29,11.5,64,1.15,11.6,77,1.21,12.1,69,1.18,11.7,76,1.21
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",6,11.5,82,1.23,11.4,59,1.13,11.5,84,1.24,11.6,78,1.22,12.1,60,1.14,11.7,98,1.3
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",6,11.5,66,1.16,11.4,66,1.16,11.5,80,1.22,11.6,56,1.11,12.1,44,1.05,11.7,50,1.09
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",12,11.5,61,1.14,11.4,74,1.2,11.5,91,1.27,11.6,82,1.23,12.1,67,1.16,11.7,71,1.19
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",12,11.5,83,1.24,11.4,80,1.22,11.5,80,1.22,11.6,65,1.16,12.1,96,1.29,11.7,92,1.27
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",12,11.5,51,1.09,11.4,90,1.27,11.5,74,1.2,11.6,82,1.23,12.1,78,1.22,11.7,79,1.22
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",12,11.5,55,1.11,11.4,96,1.29,11.5,83,1.23,11.6,81,1.23,12.1,59,1.13,11.7,112,1.35
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",12,11.5,89,1.26,11.4,81,1.23,11.5,69,1.17,11.6,86,1.25,12.1,87,1.25,11.7,69,1.17
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",20,11.5,83,1.49,11.4,78,1.46,11.5,62,1.35,11.6,46,1.22,12.1,75,1.44,11.7,66,1.37
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",20,11.5,90,1.53,11.4,70,1.4,11.5,56,1.3,11.6,54,1.29,12.1,56,1.3,11.7,56,1.3
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",20,11.5,72,1.42,11.4,75,1.44,11.5,56,1.3,11.6,67,1.38,12.1,58,1.31,11.7,66,1.37
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",20,11.5,86,1.51,11.4,79,1.46,11.5,66,1.38,11.6,74,1.43,12.1,79,1.46,11.7,58,1.32
"ZF20-12","PS, CW, SR",2019-08-16,"9:45","Overcast/Breaking up/light rain","Rain, sometimes heavy","",20,11.5,97,1.58,11.4,94,1.56,11.5,58,1.32,11.6,70,1.4,12.1,69,1.4,11.7,88,1.52
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",6,7.9,43,1.05,8.4,57,1.12,6,5,1.09,6.8,19,0.91,8.5,52,1.09,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",6,7.9,56,1.11,8.4,47,1.07,6,17,0.89,6.8,24,0.94,8.5,31,0.98,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",6,7.9,56,1.16,8.4,22,0.93,6,31,0.89,6.8,43,1.05,8.5,28,0.96,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",6,7.9,19,0.91,8.4,21,0.93,6,20,0.92,6.8,32,0.99,8.5,25,0.95,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",6,7.9,44,1.06,8.4,24,0.94,6,9,0.84,6.8,30,0.98,8.5,36,1.01,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",12,7.9,84,1.24,8.4,88,1.25,6,70,1.18,6.8,40,1.03,8.5,29,0.97,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",12,7.9,28,0.97,8.4,71,1.18,6,19,0.91,6.8,34,1,8.5,42,1.04,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",12,7.9,29,0.97,8.4,55,1.11,6,68,1.17,6.8,36,1.01,8.5,76,1.21,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",12,7.9,46,1.07,8.4,81,1.23,6,11,0.86,6.8,58,1.12,8.5,43,1.05,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",12,7.9,99,1.3,8.4,51,1.09,6,43,1.05,6.8,57,1.12,8.5,52,1.1,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",20,7.9,75,1.44,8.4,84,1.5,6,53,1.28,6.8,56,1.3,8.5,73,1.42,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",20,7.9,67,1.38,8.4,92,1.55,6,56,1.3,6.8,60,1.33,8.5,63,1.35,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",20,7.9,61,1.34,8.4,97,1.58,6,70,1.4,6.8,74,1.43,8.5,60,1.33,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",20,7.9,78,1.46,8.4,92,1.55,6,31,1.1,6.8,64,1.36,8.5,66,1.37,-9999,-9999,-9999
"VALZF20-201","PS, CW, SR",2019-08-16,"10:40","Partly cloudy","rain, sometimes heavy","Plot order: C, 1, 2, 3, 4",20,7.9,77,1.45,8.4,84,1.5,6,69,1.39,6.8,64,1.36,8.5,59,1.32,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",6,8.8,7,0.83,9.4,7,0.82,8.3,9,0.84,7.6,6,8.2,9.1,8,0.83,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",6,8.8,14,0.88,9.4,8,0.83,8.3,10,0.85,7.6,6,8.2,9.1,9,0.84,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",6,8.8,12,0.86,9.4,8,0.83,8.3,7,0.83,7.6,7,8.2,9.1,7,0.83,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",6,8.8,12,0.86,9.4,7,0.83,8.3,7,0.82,7.6,9,8.4,9.1,10,0.85,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",6,8.8,9,0.84,9.4,8,0.83,8.3,10,0.84,7.6,6,8.2,9.1,9,0.84,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",12,8.8,8,0.83,9.4,9,0.84,8.3,8,0.83,7.6,7,8.3,9.1,9,0.84,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",12,8.8,9,0.84,9.4,8,0.83,8.3,9,0.84,7.6,7,8.3,9.1,7,0.83,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",12,8.8,9,0.84,9.4,7,0.82,8.3,10,0.85,7.6,8,8.3,9.1,7,0.83,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",12,8.8,12,0.86,9.4,8,0.84,8.3,9,0.84,7.6,8,8.3,9.1,9,0.84,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",12,8.8,9,0.84,9.4,7,0.83,8.3,11,0.86,7.6,6,8.2,9.1,10,0.85,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",20,8.8,5,0.84,9.4,2,0.81,8.3,11,0.91,7.6,2,0.81,9.1,6,0.85,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",20,8.8,6,0.85,9.4,7,0.87,8.3,10,0.9,7.6,3,0.82,9.1,1,0.8,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",20,8.8,9,0.88,9.4,6,0.86,8.3,8,0.88,7.6,6,0.86,9.1,3,0.83,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",20,8.8,8,0.88,9.4,3,0.82,8.3,7,0.87,7.6,6,0.85,9.1,2,0.81,-9999,-9999,-9999
"VALZF20-1","PS, CW, SR",2019-08-16,"11:40","Partly cloudy","showers","Plot order: C, 1, 2, 3, 4; ground is difficult to probe - tree roots",20,8.8,8,0.88,9.4,6,0.86,8.3,8,0.88,7.6,7,0.86,9.1,5,0.84,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",6,8.4,6,0.82,11.2,57,1.12,11,10,0.85,10.2,19,0.91,10,12,0.87,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",6,8.4,8,0.83,11.2,43,1.05,11,14,0.88,10.2,43,1.05,10,82,1.23,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",6,8.4,12,0.86,11.2,63,1.15,11,14,0.88,10.2,45,1.06,10,45,1.06,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",6,8.4,6,0.82,11.2,47,1.05,11,10,0.85,10.2,13,0.87,10,14,0.88,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",6,8.4,7,0.83,11.2,21,0.92,11,9,0.84,10.2,45,1.06,10,25,0.95,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",12,8.4,10,0.84,11.2,61,1.14,11,18,0.9,10.2,71,1.18,10,38,1.02,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",12,8.4,12,0.86,11.2,89,1.26,11,20,0.91,10.2,58,1.13,10,101,1.31,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",12,8.4,16,0.89,11.2,69,1.17,11,14,0.88,10.2,71,1.19,10,50,1.09,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",12,8.4,18,0.9,11.2,79,1.22,11,17,0.9,10.2,58,1.13,10,84,1.24,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",12,8.4,31,0.98,11.2,46,1.06,11,28,0.97,10.2,61,1.14,10,74,1.2,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Plot 3 too rocky; Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",20,8.4,33,1.11,11.2,60,1.33,11,-9999,-9999,10.2,42,1.19,10,83,1.49,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Plot 3 too rocky; Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",20,8.4,57,1.31,11.2,58,1.31,11,-9999,-9999,10.2,45,1.22,10,68,1.39,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Plot 3 too rocky; Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",20,8.4,45,1.21,11.2,61,1.34,11,-9999,-9999,10.2,36,1.14,10,80,1.47,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Plot 3 too rocky; Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",20,8.4,59,1.32,11.2,65,1.37,11,-9999,-9999,10.2,37,1.15,10,88,1.52,-9999,-9999,-9999
"SS50-3","MB",2019-08-17,"10:00","Sunny","partly cloudy","Plot 3 too rocky; Fossil site, Marl on way in and further out. High reflectance visable on satellite image for Marl",20,8.4,34,1.12,11.2,73,1.42,11,-9999,-9999,10.2,33,1.12,10,84,1.5,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",6,5.4,8,0.83,7.6,5,0.81,-9999,11,0.86,7.9,5,0.81,6.8,12,0.86,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",6,5.4,5,0.981,7.6,6,0.82,-9999,11,0.85,7.9,5,0.81,6.8,15,0.88,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",6,5.4,7,0.82,7.6,5,0.81,-9999,13,0.87,7.9,5,0.81,6.8,18,0.9,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",6,5.4,5,0.81,7.6,7,0.82,-9999,10,0.85,7.9,4,0.8,6.8,18,0.9,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",6,5.4,5,0.81,7.6,5,0.81,-9999,11,0.86,7.9,5,0.81,6.8,11,0.85,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",12,5.4,11,0.85,7.6,8,0.83,-9999,11,0.85,7.9,10,0.85,6.8,14,0.87,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",12,5.4,9,0.84,7.6,7,0.83,-9999,14,0.87,7.9,7,0.82,6.8,11,0.86,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",12,5.4,7,0.83,7.6,10,0.84,-9999,15,0.88,7.9,5,0.81,6.8,19,0.91,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",12,5.4,7,0.82,7.6,6,0.82,-9999,15,0.88,7.9,8,0.83,6.8,14,0.88,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",12,5.4,17,0.9,7.6,9,0.84,-9999,11,0.86,7.9,6,0.82,6.8,21,0.93,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",20,5.4,11,0.91,7.6,6,0.85,-9999,10,0.9,7.9,7,0.87,6.8,3,0.82,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",20,5.4,20,1,7.6,14,0.94,-9999,41,1.18,7.9,6,0.85,6.8,21,1.01,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",20,5.4,5,0.84,7.6,11,0.9,-9999,24,1.03,7.9,3,0.83,6.8,13,0.93,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",20,5.4,10,0.9,7.6,26,1.06,-9999,39,1.17,7.9,5,0.84,6.8,16,0.96,-9999,-9999,-9999
"VALSS50-4","MB",2019-08-17,"13:30","Partly Cloudy","partly cloudy","Plot order: C, 1, 2, 3, 4",20,5.4,6,0.85,7.6,20,1,-9999,22,1.02,7.9,7,0.86,6.8,18,0.98,-9999,-9999,-9999
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",6,7.5,7,0.82,6.9,10,0.84,7.6,4,0.8,7.4,12,0.86,8,9,0.84,9.3,4,0.8
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",6,7.5,7,0.83,6.9,6,0.82,7.6,13,0.87,7.4,7,0.82,8,17,0.9,9.3,3,0.8
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",6,7.5,16,0.89,6.9,9,0.84,7.6,17,0.89,7.4,3,0.79,8,11,0.86,9.3,6,0.82
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",6,7.5,11,0.85,6.9,12,0.86,7.6,6,0.82,7.4,7,0.83,8,7,0.82,9.3,4,0.8
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",6,7.5,10,0.85,6.9,14,0.88,7.6,2,0.79,7.4,3,0.79,8,9,0.84,9.3,9,0.84
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",12,7.5,19,0.91,6.9,12,0.86,7.6,12,0.86,7.4,8,0.83,8,15,0.89,9.3,7,0.82
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",12,7.5,7,0.82,6.9,23,0.94,7.6,6,0.81,7.4,4,0.8,8,25,0.95,9.3,11,0.86
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",12,7.5,24,0.94,6.9,31,0.98,7.6,30,0.98,7.4,9,0.84,8,14,0.87,9.3,7,0.82
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",12,7.5,31,0.99,6.9,14,0.88,7.6,14,0.87,7.4,5,0.81,8,21,0.92,9.3,7,0.82
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",12,7.5,12,0.86,6.9,11,0.86,7.6,8,0.83,7.4,6,0.82,8,26,0.95,9.3,11,0.85
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",20,7.5,21,1.01,6.9,18,0.98,7.6,14,0.94,7.4,20,0.99,8,31,1.1,9.3,12,0.92
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",20,7.5,21,1,6.9,28,1.07,7.6,28,1.08,7.4,16,0.96,8,43,1.2,9.3,14,0.94
