"site","plot","date","observers","plot_size","life_form","species","status","condition","diameter_type","diameter","height","height_to_lowest_living_branch","notes"
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix ","Live","standing","basal",2.2,2,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Live","standing","DBH",1,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.6,1,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",0.8,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.9,1.2,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Live","standing","basal",2,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,1.2,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.9,1.3,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.4,1.4,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8,9,8.5,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Live","standing","basal",1.2,1.4,-9999,"photo 100-0077"
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",0.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","fallen","DBH",5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",5.5,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8.5,11,10,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Live","standing","basal",4.3,7,-9999,"photo 100-0077, DBH diameter 3.8 cm"
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Live","standing","basal",4.2,8,-9999,"photo 100-0077, DBH diameter 3.7"
"VALZF20-200","B1","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Live","standing","basal",5,7,-9999,"photo 100-0077, DBH diameter 4.3"
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8,7,6,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.9,1.3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",9,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,1.2,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",1.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",3.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.3,1.4,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.5,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",5,5,4.5,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.6,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",8,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.5,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",11.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.9,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",9,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.5,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,1.3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Live","standing","basal",3.2,7,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Live","standing","basal",6.6,8,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.4,1.5,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6.5,8,6,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.4,1.4,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Live","standing","DBH",3.5,4,0.2,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.8,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",2.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.4,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.1,1.3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.1,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Dead","fallen","DBH",5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.6,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.4,1.3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",9.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.8,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",10,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.9,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",11,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,2,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",3.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.3,1.7,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",9,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.5,2,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.5,2,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Live","standing","DBH",8,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.6,1.7,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",12,16,14,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","fallen","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","fallen","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7,15,13,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.6,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.9,1.2,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",5.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.9,1.2,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",7.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Rosa sp.","Live","standing","basal",0.5,1,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.4,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,1.4,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Dead","standing","DBH",1,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Picea glauca","Dead","standing","DBH",2,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",2.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Live","standing","basal",2.8,7,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Shrub","Salix sp.","Dead","standing","basal",1.5,3,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Dead","standing","DBH",6,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",4,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",6.5,-9999,-9999,""
"VALZF20-200","B2","2019-08-14","SR, MB,PS,CW","10X10","Tree","Populus tremuloides","Live","standing","DBH",10.5,-9999,-9999,""
